n;mae
921;0,501247269
922;0,501977494
923;0,502336139
924;0,499785614
925;0,499632136
926;0,499220881
927;0,499106985
928;0,483803291
929;0,485902831
930;0,486553926
931;0,487016007
932;0,488377072
933;0,487394157
934;0,484820451
935;0,48564624
936;0,470767059
937;0,469624908
938;0,469543093
939;0,456976352
940;0,452575928
941;0,461139638
942;0,467089972
943;0,466942543
944;0,468705492
945;0,47199169
946;0,469959179
947;0,471526697
948;0,472252225
949;0,46683813
950;0,466172661
951;0,468262697
952;0,473477908
953;0,476217261
954;0,442415215
955;0,442056495
956;0,43660148
957;0,442418407
958;0,441167169
959;0,446827933
960;0,445851749
961;0,458218983
962;0,477443635
963;0,477321319
964;0,477182851
965;0,4769675
966;0,469049084
967;0,479779848
968;0,474596919
969;0,474107177
970;0,473427025
971;0,473865343
972;0,472059608
973;0,471473155
974;0,475686603
975;0,496003168
976;0,48395883
977;0,474094404
978;0,463633193
979;0,471689693
980;0,46794459
981;0,466716263
982;0,465952862
983;0,461223115
984;0,463876988
985;0,457526823
986;0,457141966
987;0,426733843
988;0,438331987
989;0,476896946
990;0,476365817
991;0,494677904
992;0,494169988
993;0,500556418
994;0,503781032
995;0,519703712
996;0,547455663
997;0,5482693
998;0,53213563
999;0,538759751
1000;0,546965134
1001;0,545789422
1002;0,546183921
1003;0,544482126
1004;0,542096581
1005;0,555374205
1006;0,560822929
1007;0,529252812
1008;0,52922115
1009;0,51271366
1010;0,545660048
1011;0,54680372
1012;0,545006654
1013;0,546630846
1014;0,528355221
1015;0,529471138
1016;0,529935284
1017;0,538631215
1018;0,538345301
1019;0,534997485
1020;0,539285922
1021;0,518036454
1022;0,53050246
1023;0,531080528
1024;0,531012807
1025;0,539447861
1026;0,539965932
1027;0,540860816
1028;0,542251068
1029;0,540523841
1030;0,539633378
1031;0,550276364
1032;0,550013263
1033;0,551649207
1034;0,561438334
1035;0,561262584
1036;0,562155574
1037;0,565989887
1038;0,567662458
1039;0,57456959
1040;0,574620579
1041;0,583032232
1042;0,583090513
1043;0,586766754
1044;0,585031185
1045;0,583219747
1046;0,584637074
1047;0,621693023
1048;0,620989228
1049;0,620158339
1050;0,619069672
1051;0,61777744
1052;0,612398955
1053;0,611838984
1054;0,629530087
1055;0,636156801
1056;0,634885816
1057;0,632516279
1058;0,635490781
1059;0,631295427
1060;0,632383479
1061;0,619211165
1062;0,592956075
1063;0,593496128
1064;0,593976391
1065;0,592683274
1066;0,592537308
1067;0,58213833
1068;0,583177009
1069;0,583680333
1070;0,584736526
1071;0,582340545
1072;0,605979018
1073;0,60574293
1074;0,607407034
1075;0,588917625
1076;0,590986888
1077;0,604452248
1078;0,603270414
1079;0,594606998
1080;0,596205431
1081;0,595786933
1082;0,595369863
1083;0,592156669
1084;0,612282338
1085;0,616949966
1086;0,615469462
1087;0,624324659
1088;0,60826295
1089;0,56976183
1090;0,571623811
1091;0,568223618
1092;0,571422584
1093;0,566502717
1094;0,583499005
1095;0,569597292
1096;0,543173313
1097;0,542942493
1098;0,54249923
1099;0,535998484
1100;0,528810347
1101;0,52782223
1102;0,526774622
1103;0,529167242
1104;0,539711762
1105;0,528702584
1106;0,521542023
1107;0,535833638
1108;0,535781041
1109;0,53495882
1110;0,500124717
1111;0,499509892
1112;0,498794093
1113;0,511656928
1114;0,522646569
1115;0,52865855
1116;0,528776692
1117;0,52194994
1118;0,533356856
1119;0,533779636
1120;0,531795989
1121;0,532362212
1122;0,518882034
1123;0,521929489
1124;0,522678668
1125;0,526349373
1126;0,527059853
1127;0,527062224
1128;0,536320457
1129;0,549648403
1130;0,549920424
1131;0,540104206
1132;0,539150382
1133;0,538212289
1134;0,528343917
1135;0,528841859
1136;0,536174827
1137;0,53350436
1138;0,532186844
1139;0,547010498
1140;0,550821851
1141;0,533773099
1142;0,527304983
1143;0,52310192
1144;0,521158786
1145;0,519300039
1146;0,540798057
1147;0,502422529
1148;0,503068333
1149;0,503455393
1150;0,505581606
1151;0,50701044
1152;0,505195471
1153;0,505349572
1154;0,488068496
1155;0,483134757
1156;0,491565454
1157;0,493453656
1158;0,490032492
1159;0,486922064
1160;0,491041668
1161;0,487021811
1162;0,49638908
1163;0,501385671
1164;0,499860983
1165;0,498219025
1166;0,497698183
1167;0,497626808
1168;0,497219623
1169;0,49841044
1170;0,502862144
1171;0,503174803
1172;0,481826746
1173;0,482277826
1174;0,489939939
1175;0,489708932
1176;0,488702387
1177;0,475839342
1178;0,498787155
1179;0,500280427
1180;0,49834517
1181;0,498546699
1182;0,500924611
1183;0,518134904
1184;0,496872333
1185;0,494134003
1186;0,495212778
1187;0,485886147
1188;0,494854497
1189;0,496897975
1190;0,498345398
1191;0,48958273
1192;0,486025484
1193;0,497043899
1194;0,477371259
1195;0,483547239
1196;0,481858304
1197;0,479035219
1198;0,480219954
1199;0,47852929
1200;0,478016461
1201;0,516206898
1202;0,516099314
1203;0,515432667
1204;0,505607053
1205;0,502463592
1206;0,509303962
1207;0,501527545
1208;0,501985677
1209;0,525086443
1210;0,525369115
1211;0,525544216
1212;0,525857426
1213;0,515405156
1214;0,509386653
1215;0,503270029
1216;0,51242717
1217;0,510968516
1218;0,506572955
1219;0,507284081
1220;0,504478891
1221;0,507914836
1222;0,516288773
1223;0,512534018
1224;0,51214786
1225;0,500560965
1226;0,504967571
1227;0,505441626
1228;0,499846893
1229;0,486875788
1230;0,488368874
1231;0,490189536
1232;0,504131549
1233;0,503668902
1234;0,517140407
1235;0,537166383
1236;0,529139006
1237;0,52819496
1238;0,548728037
1239;0,521386338
1240;0,517251595
1241;0,529233546
1242;0,529388881
1243;0,530025314
1244;0,530400676
1245;0,535378266
1246;0,517415638
1247;0,517457544
1248;0,51679489
1249;0,517783947
1250;0,516525852
1251;0,514835528
1252;0,515846299
1253;0,513656444
1254;0,517207367
